Column1,A,B,C,D,E,F,G,result,month,year,time
8584,06-12-2016 10:30,06-12-2016,f93b307a-270b-41fc-96b5-f93b4570da6a,3942a24b-1083-4da6-9246-b48401c878f2,CARD_PAYMENT,GBP,139.32,11,12.0,2016.0,10:30:00
8585,06-12-2016 10:31,06-12-2016,66482ae5-b779-4975-bdae-a5e64bdeb057,211a8e14-ade3-4170-9b46-5769d4e93a4c,ATM,GBP,173.33,8,12.0,2016.0,10:31:00
8586,06-12-2016 10:56,06-12-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,b2392f6e-6102-4978-8a3e-10f2bdc7e7d9,CARD_PAYMENT,EUR,348.3,52,12.0,2016.0,10:56:00
8587,06-12-2016 11:21,06-12-2016,055e3e2c-7106-40a0-b116-04b1ba3b038b,ddf31abb-01b6-4d35-8e79-d2467f6a648e,TOPUP,GBP,25.63,21,12.0,2016.0,11:21:00
8588,06-12-2016 11:30,06-12-2016,ce0438bc-65b6-44a2-bd5f-42abc3fe6a88,926f18e5-da27-4d10-8b0f-68a9b459cb1a,ATM,EUR,168.64,5,12.0,2016.0,11:30:00
8589,06-12-2016 12:34,06-12-2016,64f168e8-0468-47f0-a6d0-fe5d70c9af63,3099a2da-0f2e-497f-be80-9fa23a98707d,TOPUP,GBP,345.6,27,12.0,2016.0,12:34:00
8590,06-12-2016 12:37,06-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,78b89d5d-4970-48af-b85e-4a4c0242f1ad,CARD_PAYMENT,EUR,341.98,30,12.0,2016.0,12:37:00
8591,06-12-2016 13:40,06-12-2016,9654603e-a1a5-4e53-a388-5fd0607baca3,8a823eb4-86e4-4867-b287-2fdb1753c387,TOPUP,EUR,123.17,40,12.0,2016.0,13:40:00
8592,06-12-2016 13:47,06-12-2016,014b3a6c-5341-4620-ab9d-91ea69907c51,198eb79d-4285-45cf-9f65-002687700d0b,BANK_TRANSFER,EUR,194.43,14,12.0,2016.0,13:47:00
8593,06-12-2016 14:15,06-12-2016,e9600135-c1fe-43a7-95e4-08bb96ada021,5179a466-35ac-4b66-adb1-813277bdfb17,TOPUP,EUR,52.29,3,12.0,2016.0,14:15:00
8594,06-12-2016 15:08,06-12-2016,708c747f-4c5f-4be3-9758-4c8ec60eef66,e8325c8d-2d28-4e36-96ab-0b16aa50dfbc,TOPUP,EUR,184.33,22,12.0,2016.0,15:08:00
8595,06-12-2016 15:37,06-12-2016,15a3f1ba-8a78-4672-ab41-b0b72e4458c3,48f10231-a94d-4728-83b8-d2a0d7f4434f,TOPUP,GBP,348.14,21,12.0,2016.0,15:37:00
8596,06-12-2016 16:27,06-12-2016,c8a15f57-c18c-4af7-8c5e-b80f50f370c4,c6e71265-183b-480a-a223-295f027a56a7,TOPUP,EUR,339.29,31,12.0,2016.0,16:27:00
8597,06-12-2016 17:01,06-12-2016,1228569b-92eb-436e-918d-56558d91d7b9,6d5d57fe-0115-4f5e-a276-c4e14816e61e,ATM,EUR,336.51,5,12.0,2016.0,17:01:00
8598,06-12-2016 17:33,06-12-2016,78c3ad76-21d8-4988-b6d5-ce0cebcbcc01,29d9c4f2-579b-4dbc-bb55-8ac413ab4772,BANK_TRANSFER,GBP,40.29,55,12.0,2016.0,17:33:00
8599,06-12-2016 17:59,06-12-2016,aae2d52c-5a63-4ca2-8dbf-89429f259862,43725b9a-4afd-435f-ba37-8bd786b3a6c7,CARD_PAYMENT,GBP,311.59,17,12.0,2016.0,17:59:00
8600,06-12-2016 18:08,06-12-2016,3ec1824e-2cdd-43f0-8d34-897f3425a066,3573c141-cb52-4a2b-b991-53dfb8f8d86a,CARD_PAYMENT,EUR,154.28,40,12.0,2016.0,18:08:00
8601,06-12-2016 18:12,06-12-2016,fc3caa98-360a-44a8-ad2d-04a5dfe18cf7,60af3b42-2741-47ad-b951-827457e97826,BANK_TRANSFER,GBP,81.63,6,12.0,2016.0,18:12:00
8602,06-12-2016 18:49,06-12-2016,1f5465ae-86e9-4abb-a475-fece13e55b95,e2e361f6-c534-47ba-a5af-9968f856ef18,P2P_TRANSFER,GBP,132.76,50,12.0,2016.0,18:49:00
8603,06-12-2016 18:54,06-12-2016,20e55564-3811-48c5-bba7-b4032b448ae0,1259c540-0d2f-44a4-aeec-3d5c7c6f7913,TOPUP,EUR,84.35,10,12.0,2016.0,18:54:00
8604,06-12-2016 19:15,06-12-2016,87f72a62-89da-46e4-a877-25fb8ef9aedc,bbfcd578-17b7-4f86-8cd2-b183032ae54e,ATM,GBP,329.68,12,12.0,2016.0,19:15:00
8605,06-12-2016 19:20,06-12-2016,78c3ad76-21d8-4988-b6d5-ce0cebcbcc01,689c2366-49bc-4ca6-a4f4-50bb5490b4ce,TOPUP,EUR,129.82,55,12.0,2016.0,19:20:00
8606,06-12-2016 19:25,06-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,aa5dfc88-635f-47fb-b80e-16f4e804287c,BANK_TRANSFER,EUR,95.27,103,12.0,2016.0,19:25:00
8607,06-12-2016 19:27,06-12-2016,b4c1e2ed-731b-418c-b342-7cee69e1babb,63935d0d-38c8-465b-bcb1-4ea0ce4c5afc,CARD_PAYMENT,EUR,342.36,18,12.0,2016.0,19:27:00
8608,06-12-2016 19:53,06-12-2016,0c83bd66-bd37-479a-94d5-df0a32d71770,3c5baadf-f0e4-43ad-af85-ea35ba831f3f,BANK_TRANSFER,EUR,340.06,31,12.0,2016.0,19:53:00
8609,06-12-2016 20:14,06-12-2016,7aedd7a8-f400-4a8f-82cd-e32aa05c3ae7,8a4f406f-26c3-4a96-b6dc-bd8f7603ee4d,TOPUP,EUR,132,23,12.0,2016.0,20:14:00
8610,06-12-2016 22:15,06-12-2016,7bb3ba6d-ec1f-4d3b-a7ad-c8cfe1595202,4af49015-eddb-410e-9142-f41698bca0e0,P2P_TRANSFER,GBP,82.99,17,12.0,2016.0,22:15:00
8611,06-12-2016 22:32,06-12-2016,04538ff3-0582-4d6d-bdfd-0b5404dfbca7,4955e43d-211a-4fa9-a278-0740d1e444e1,BANK_TRANSFER,GBP,104.58,28,12.0,2016.0,22:32:00
8612,06-12-2016 22:45,06-12-2016,3a1e151e-d482-4fa5-8ef4-6314fffddf24,d7123278-1e84-4098-af68-f8a8931716a9,TOPUP,EUR,48.26,12,12.0,2016.0,22:45:00
8613,06-12-2016 22:53,06-12-2016,65894407-3e3b-4962-af89-b11ea693695a,3f5fa490-5482-4fea-abef-7a575c1d822e,CARD_PAYMENT,EUR,210.11,11,12.0,2016.0,22:53:00
8614,07-12-2016 01:02,07-12-2016,e318d944-e7cf-4d65-a6eb-aa11f10c2574,145701bf-bb1f-4eea-87cd-b5ccc545fe5d,CARD_PAYMENT,EUR,232.11,17,12.0,2016.0,01:02:00
8615,07-12-2016 01:59,07-12-2016,a083eeaf-cf5e-4459-a57d-652807835c07,85ef4d88-322a-4171-8207-fa353d3b27f7,TOPUP,EUR,226.7,44,12.0,2016.0,01:59:00
8616,07-12-2016 02:40,07-12-2016,9654603e-a1a5-4e53-a388-5fd0607baca3,8c66ff6e-1ba0-4c26-8c1c-58381e8697fd,ATM,GBP,122.4,40,12.0,2016.0,02:40:00
8617,07-12-2016 06:20,07-12-2016,0b72b628-366f-446d-af13-ee389a1df5a5,27b058ff-d78d-43b6-990f-fd8cbe58a0f1,CARD_PAYMENT,EUR,119.78,7,12.0,2016.0,06:20:00
8618,07-12-2016 06:33,07-12-2016,9654603e-a1a5-4e53-a388-5fd0607baca3,0e0889dc-0d36-4a55-8f96-89e3adcad5f2,P2P_TRANSFER,GBP,277.85,40,12.0,2016.0,06:33:00
8619,07-12-2016 07:02,07-12-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,db5b9262-b125-4541-aa72-a23a06df9fcc,ATM,EUR,225.95,36,12.0,2016.0,07:02:00
8620,07-12-2016 07:39,07-12-2016,ee69a4a4-1aae-4422-b02a-b65d74d21ef0,faf36648-bc23-4c17-b0cc-9ff303563f3b,BANK_TRANSFER,EUR,155.86,31,12.0,2016.0,07:39:00
8621,07-12-2016 10:01,07-12-2016,8e1146cc-a9bc-4d48-beeb-bdf333424d82,b145f8d1-67dc-4752-b145-217b9ccc85cd,TOPUP,GBP,91.41,46,12.0,2016.0,10:01:00
8622,07-12-2016 10:07,07-12-2016,8331a653-4703-4313-a07c-d6aec47cf55a,bbcdc838-9347-4545-b535-6dcf79eff31f,CARD_PAYMENT,EUR,86.18,5,12.0,2016.0,10:07:00
8623,07-12-2016 10:29,07-12-2016,6cae3eb6-515c-4811-8b51-32fb2e95da28,b5e63131-dc2a-4379-9751-aace1f2ff10e,CARD_PAYMENT,GBP,254.55,58,12.0,2016.0,10:29:00
8624,07-12-2016 10:44,07-12-2016,6d4d3a1b-c9cf-48fd-92fd-8019ebdad02d,ed6746ff-ecb2-44d0-8181-84f124826ce3,TOPUP,GBP,166.66,8,12.0,2016.0,10:44:00
8625,07-12-2016 10:45,07-12-2016,b27de25f-1d4b-42fc-aa65-baa39852d52f,bca538b8-0967-4aca-912a-c654e704a8b5,CARD_PAYMENT,EUR,314.39,51,12.0,2016.0,10:45:00
8626,07-12-2016 11:05,07-12-2016,678b74b3-34cd-426f-98e2-efafa56826e6,ae7c3390-65a8-4842-b3a5-c4ebab33f822,TOPUP,GBP,252.87,48,12.0,2016.0,11:05:00
8627,07-12-2016 11:27,07-12-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,410d4ff1-18c8-4a48-bd7d-33abff607bd2,ATM,EUR,44.57,95,12.0,2016.0,11:27:00
8628,07-12-2016 12:28,07-12-2016,84e22e7f-f2ab-413c-969a-667c78d8885c,003e9253-6d9e-4e82-9195-4de524efc76d,P2P_TRANSFER,GBP,137.86,77,12.0,2016.0,12:28:00
8629,07-12-2016 13:19,07-12-2016,1d997154-f034-4304-b204-412eb1efe695,04d0d639-d74c-4ee7-8999-6e620f58af3c,ATM,EUR,138.8,18,12.0,2016.0,13:19:00
8630,07-12-2016 13:27,07-12-2016,b9e641b8-553d-4f90-86f2-6faa9906772d,9afcd592-667f-435b-abf6-3dfcff1f2e3d,CARD_PAYMENT,GBP,95.76,9,12.0,2016.0,13:27:00
8631,07-12-2016 13:49,07-12-2016,9654603e-a1a5-4e53-a388-5fd0607baca3,772a3b54-af8c-4746-86b2-8c2031f3b2cb,TOPUP,GBP,56.04,40,12.0,2016.0,13:49:00
8632,07-12-2016 14:09,07-12-2016,6d4d3a1b-c9cf-48fd-92fd-8019ebdad02d,f9b6220e-aeab-4d98-88fe-a8b1b06e8dca,BANK_TRANSFER,GBP,18.9,8,12.0,2016.0,14:09:00
8633,07-12-2016 14:27,07-12-2016,5f37ca97-8aa0-4fd9-bce4-1eb50240c2ff,958752af-230a-4bb4-8df0-181e1821a00b,TOPUP,EUR,328.63,9,12.0,2016.0,14:27:00
8634,07-12-2016 14:33,07-12-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,2a4e213f-bd8d-42f3-8801-4cd70012a97b,CARD_PAYMENT,GBP,216.96,85,12.0,2016.0,14:33:00
8635,07-12-2016 14:36,07-12-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,7b18af6f-03d6-4c2d-849e-19aab35a792c,BANK_TRANSFER,EUR,46.2,85,12.0,2016.0,14:36:00
8636,07-12-2016 15:04,07-12-2016,b99b5da0-a202-40ee-9793-018b7008dd9d,abe22559-1dc8-4a3d-a874-8f9bdb0abc06,TOPUP,EUR,53.04,13,12.0,2016.0,15:04:00
8637,07-12-2016 16:17,07-12-2016,ee0ef471-6e1f-45ea-9a08-57916e041fa3,9503f3bd-d360-4763-93db-c643bcc8e14a,P2P_TRANSFER,GBP,268.26,18,12.0,2016.0,16:17:00
8638,07-12-2016 16:52,07-12-2016,78c3ad76-21d8-4988-b6d5-ce0cebcbcc01,289ea027-b57b-47c9-bb96-83658b78a14c,ATM,GBP,124.01,55,12.0,2016.0,16:52:00
8639,07-12-2016 17:16,07-12-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,a3839bcc-8d80-4f33-9961-8f308eccff3e,BANK_TRANSFER,GBP,261.8,58,12.0,2016.0,17:16:00
8640,07-12-2016 17:24,07-12-2016,8cdf3d03-5bff-46d0-bc81-53d42c558153,59f340ca-9a2e-4068-8cca-0cdc2538ba7d,ATM,EUR,267.16,8,12.0,2016.0,17:24:00
8641,07-12-2016 17:43,07-12-2016,3cb64e3a-6fd6-4d0f-83bc-d9581422337c,8e9dfbe8-0959-4b56-8bf8-11bbee280807,CARD_PAYMENT,GBP,76.48,8,12.0,2016.0,17:43:00
8642,07-12-2016 17:46,07-12-2016,4c9bf7cb-f92d-4832-9cfd-96f43b15f646,37aeff78-77b6-4c85-8f82-651b39298d8e,P2P_TRANSFER,EUR,104.42,5,12.0,2016.0,17:46:00
8643,07-12-2016 17:53,07-12-2016,3cb64e3a-6fd6-4d0f-83bc-d9581422337c,aaa48ede-b6e4-4d68-8295-b80645c2f105,TOPUP,EUR,182.15,8,12.0,2016.0,17:53:00
8644,07-12-2016 18:27,07-12-2016,3ec1824e-2cdd-43f0-8d34-897f3425a066,a5a91d0d-3ddf-474b-a85d-42019649301e,BANK_TRANSFER,EUR,170.35,40,12.0,2016.0,18:27:00
8645,07-12-2016 19:01,07-12-2016,3a1e151e-d482-4fa5-8ef4-6314fffddf24,634007b6-0da6-4532-a20b-cfb557311d63,TOPUP,GBP,272.67,12,12.0,2016.0,19:01:00
8646,07-12-2016 19:13,07-12-2016,20e55564-3811-48c5-bba7-b4032b448ae0,399bc39d-9efb-4486-a59c-dce32b66f133,CARD_PAYMENT,EUR,105.74,10,12.0,2016.0,19:13:00
8647,07-12-2016 20:44,07-12-2016,dd1bc3eb-c6ef-4139-acf5-f79b02d1f653,d37b5211-18ed-413b-a3ea-1342dcfdf759,ATM,EUR,292.67,33,12.0,2016.0,20:44:00
8648,07-12-2016 21:06,07-12-2016,1e767519-addb-48b2-914c-9bdd39209c2f,f126c9ff-db30-4ade-ac2d-812d7e9c7c46,ATM,GBP,167.14,6,12.0,2016.0,21:06:00
8649,07-12-2016 21:36,07-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,5b27cbf8-78ee-4664-99ed-49970f5463c3,TOPUP,EUR,124.86,103,12.0,2016.0,21:36:00
8650,07-12-2016 22:09,07-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,a9dbd70e-7c26-4d40-bc90-1fb081fe3bd8,TOPUP,GBP,320.46,103,12.0,2016.0,22:09:00
8651,07-12-2016 22:29,07-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,facfb7bb-1ba8-439c-a96c-83eca633ab69,BANK_TRANSFER,GBP,225.58,103,12.0,2016.0,22:29:00
8652,07-12-2016 22:35,07-12-2016,1e767519-addb-48b2-914c-9bdd39209c2f,a67576ad-3ec5-4a4c-95d9-4fdd2795e0df,CARD_PAYMENT,EUR,158.93,6,12.0,2016.0,22:35:00
8653,08-12-2016 01:40,08-12-2016,b96cb757-2899-4988-af3e-2eb29e467555,2384e304-351f-467a-bd0b-54946fdfd4fe,BANK_TRANSFER,EUR,61.23,30,12.0,2016.0,01:40:00
8654,08-12-2016 01:57,08-12-2016,a5a5a51b-bcea-4bfa-a137-003d8e3e0a99,72216e25-58df-4105-85a5-502954220a54,TOPUP,GBP,65.66,15,12.0,2016.0,01:57:00
8655,08-12-2016 02:08,08-12-2016,b96cb757-2899-4988-af3e-2eb29e467555,60237e81-2311-4d7f-8eb4-bad7bd9453f8,ATM,EUR,136.49,30,12.0,2016.0,02:08:00
8656,08-12-2016 03:44,08-12-2016,96a097a6-d01d-499e-8a00-792f1dd4de02,a29db7da-22cf-46a4-ac55-e9aecfc4736c,BANK_TRANSFER,EUR,39.88,6,12.0,2016.0,03:44:00
8657,08-12-2016 04:30,08-12-2016,3365fa84-0f6f-4656-b834-babf3ac820ef,fba44acc-fb2c-4f2e-91e1-345b4e3f543e,CARD_PAYMENT,GBP,140.76,10,12.0,2016.0,04:30:00
8658,08-12-2016 04:44,08-12-2016,a5a5a51b-bcea-4bfa-a137-003d8e3e0a99,f5c4c481-77bb-4565-aa03-af77bb4b2e3e,ATM,GBP,344.32,15,12.0,2016.0,04:44:00
8659,08-12-2016 05:42,08-12-2016,8ff8232c-350f-401c-abd4-d093753ebf47,22acf94f-2c64-4e49-b5d9-1a3db69b9136,TOPUP,EUR,178.92,10,12.0,2016.0,05:42:00
8660,08-12-2016 06:11,08-12-2016,ee69a4a4-1aae-4422-b02a-b65d74d21ef0,96f45ff0-730c-48b8-a57a-5dbd1feffafd,BANK_TRANSFER,EUR,86.79,31,12.0,2016.0,06:11:00
8661,08-12-2016 08:03,08-12-2016,68c81cbf-98e2-4418-86de-ec8c4b57e512,bd842a26-1c0b-4ec9-9689-41fda1614936,TOPUP,GBP,111.61,32,12.0,2016.0,08:03:00
8662,08-12-2016 08:25,08-12-2016,c069a845-b843-475e-af4f-a27e379f1c76,81252348-7014-4653-876a-067e18b7e1a4,TOPUP,EUR,244.31,42,12.0,2016.0,08:25:00
8663,08-12-2016 11:03,08-12-2016,db022fbd-c4b1-41b4-8486-3cfcf51e0b1d,2324e720-522c-4047-a5dd-cb8ea4632cff,BANK_TRANSFER,EUR,324.12,4,12.0,2016.0,11:03:00
8664,08-12-2016 11:04,08-12-2016,74fdc60d-ee12-47c1-85f0-1c7dd1dbbf16,5abfdef5-4b9c-42d6-ba20-dafa8a97e1c2,ATM,GBP,345.42,57,12.0,2016.0,11:04:00
8665,08-12-2016 11:42,08-12-2016,d6666b1c-0c4a-461e-a665-343134359c82,c0c37770-f574-4616-8629-6a484759f364,CARD_PAYMENT,GBP,108.9,8,12.0,2016.0,11:42:00
8666,08-12-2016 12:16,08-12-2016,fc45b355-3d1c-4ebe-87e0-e6c241c15281,46071d17-09b1-4708-b631-0a516962cadd,CARD_PAYMENT,EUR,116.29,2,12.0,2016.0,12:16:00
8667,08-12-2016 13:18,08-12-2016,c7cbb981-ae91-4fa1-95dd-7c7e78fd649d,1e3ce13e-fde6-44b3-ad2f-34a718d1c934,P2P_TRANSFER,GBP,301.22,14,12.0,2016.0,13:18:00
8668,08-12-2016 14:24,08-12-2016,78c3ad76-21d8-4988-b6d5-ce0cebcbcc01,3f3aa04b-1bb3-41c9-bb30-b9b1bd927141,TOPUP,GBP,175.35,55,12.0,2016.0,14:24:00
8669,08-12-2016 14:45,08-12-2016,78c3ad76-21d8-4988-b6d5-ce0cebcbcc01,c8488ec3-2448-4965-8910-4141a3cfa396,CARD_PAYMENT,GBP,107.69,55,12.0,2016.0,14:45:00
8670,08-12-2016 14:50,08-12-2016,68c81cbf-98e2-4418-86de-ec8c4b57e512,ecba6816-89ce-4dd7-8d84-00ec77111124,TOPUP,GBP,301.22,32,12.0,2016.0,14:50:00
8671,08-12-2016 15:03,08-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,9ce36150-3534-4cfe-8dc0-60bdb3e4f145,BANK_TRANSFER,EUR,73.13,103,12.0,2016.0,15:03:00
8672,08-12-2016 15:43,08-12-2016,ee24aec1-493a-4c9f-a0c2-c5ccdb937b75,1470510f-9937-41da-962b-13ddb165d5ea,ATM,EUR,209.91,5,12.0,2016.0,15:43:00
8673,08-12-2016 15:48,08-12-2016,1d997154-f034-4304-b204-412eb1efe695,79acff3a-4d16-42b9-9f8f-49703522b080,TOPUP,EUR,324.34,18,12.0,2016.0,15:48:00
8674,08-12-2016 15:49,08-12-2016,1d997154-f034-4304-b204-412eb1efe695,61ce3124-797c-4ed7-8759-61c99bc88bb5,CARD_PAYMENT,GBP,192.15,18,12.0,2016.0,15:49:00
8675,08-12-2016 16:16,08-12-2016,3870da34-b697-4f37-81b8-29ea847b2496,9254eae1-d740-45c7-a8dc-b6029909721e,BANK_TRANSFER,GBP,280.24,7,12.0,2016.0,16:16:00
8676,08-12-2016 16:18,08-12-2016,9c8a1ea6-b57c-4084-ac2d-58bc339e4e86,004fe36e-e45b-4a9e-914a-2ae93f861602,P2P_TRANSFER,GBP,339.79,48,12.0,2016.0,16:18:00
8677,08-12-2016 16:52,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,0ee3d84e-3ce5-488c-8651-f36b1e3a7d8c,TOPUP,EUR,250.19,30,12.0,2016.0,16:52:00
8678,08-12-2016 17:04,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,b17abff9-8257-42fe-97dd-07e43fac598f,CARD_PAYMENT,GBP,187.78,30,12.0,2016.0,17:04:00
8679,08-12-2016 17:05,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,125ec021-ad3d-41b9-b726-b7447db1ed9f,P2P_TRANSFER,GBP,45.33,30,12.0,2016.0,17:05:00
8680,08-12-2016 17:05,08-12-2016,1e767519-addb-48b2-914c-9bdd39209c2f,889386d6-6c80-4918-bcb7-8e5f9228985e,TOPUP,GBP,80.42,6,12.0,2016.0,17:05:00
8681,08-12-2016 17:08,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,27e7555c-2c13-460f-8a20-7b318a20784a,TOPUP,GBP,130.93,30,12.0,2016.0,17:08:00
8682,08-12-2016 17:09,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,e3c0d4dc-8ace-4002-acc6-c8a0795f971b,CARD_PAYMENT,EUR,26.76,30,12.0,2016.0,17:09:00
8683,08-12-2016 17:09,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,d5c7faa6-b23f-4acf-8577-92cacf83fac8,BANK_TRANSFER,GBP,80.27,30,12.0,2016.0,17:09:00
8684,08-12-2016 17:09,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,5e3bd113-8d75-4a71-9747-77f310cc2b18,ATM,EUR,63.59,30,12.0,2016.0,17:09:00
8685,08-12-2016 17:28,08-12-2016,d6666b1c-0c4a-461e-a665-343134359c82,6f02ac5d-870c-4f9a-aefa-a18074edaf02,BANK_TRANSFER,GBP,260.85,8,12.0,2016.0,17:28:00
8686,08-12-2016 17:33,08-12-2016,9068982f-6798-4721-9ee3-90ba1c857772,3e98ec38-31a4-4802-a27c-3cf6224c4e1e,ATM,EUR,296.32,2,12.0,2016.0,17:33:00
8687,08-12-2016 18:12,08-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,4352e465-a573-45a6-b5ad-35d299b231bb,BANK_TRANSFER,EUR,187.6,103,12.0,2016.0,18:12:00
8688,08-12-2016 19:10,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,f856d69c-a939-44d6-ab2c-9714ea3b2b15,TOPUP,GBP,176.14,30,12.0,2016.0,19:10:00
8689,08-12-2016 19:11,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,92d5bd96-a8e9-4987-9749-0097e43d7929,CARD_PAYMENT,EUR,226.65,30,12.0,2016.0,19:11:00
8690,08-12-2016 20:31,08-12-2016,e057a318-d83d-4790-853d-3706dd54a804,03720074-340f-43eb-9531-6b7e201a71ed,P2P_TRANSFER,GBP,272.86,2,12.0,2016.0,20:31:00
8691,08-12-2016 20:42,08-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,3387ff11-7321-41ba-9fcb-4c6db99d9e53,CARD_PAYMENT,EUR,326.96,30,12.0,2016.0,20:42:00
8692,09-12-2016 00:53,09-12-2016,3e17ac65-50a8-4ad7-b4f9-a815b5f0fbf7,9a4ee019-d2da-416d-a255-bf59231cf071,P2P_TRANSFER,GBP,189.89,6,12.0,2016.0,00:53:00
8693,09-12-2016 01:53,09-12-2016,ec238ca2-6b30-4ea0-a122-4cfae3b0b2eb,35c7eb5d-006d-4b7b-9101-e81becc5821d,ATM,EUR,13.18,2,12.0,2016.0,01:53:00
8694,09-12-2016 02:43,09-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,6f93ff43-6c58-47fd-bc1b-3ae19b888f3e,BANK_TRANSFER,GBP,149.65,30,12.0,2016.0,02:43:00
8695,09-12-2016 02:51,09-12-2016,3365fa84-0f6f-4656-b834-babf3ac820ef,b58de389-1eec-48ff-aab9-fe5f28acbb2e,ATM,EUR,224.23,10,12.0,2016.0,02:51:00
8696,09-12-2016 02:53,09-12-2016,ec4fd825-7167-450b-aa9f-0cbcf681978b,09d1309c-4bc4-42cc-b041-570a15fc9d75,P2P_TRANSFER,GBP,10.79,30,12.0,2016.0,02:53:00
8697,09-12-2016 05:29,09-12-2016,3fc813b5-39dc-4780-bd4f-bd7f9c6fdb5b,52b0a43f-2e60-4940-ad42-503cd67889a9,ATM,EUR,285.02,38,12.0,2016.0,05:29:00
8698,09-12-2016 06:19,09-12-2016,a7f42d08-007e-4d4b-ae06-10416f4c939e,fe2c561e-b65c-4f5b-8c64-ec15de102069,TOPUP,GBP,7.1,5,12.0,2016.0,06:19:00
8699,09-12-2016 06:33,09-12-2016,3f8c39e2-8970-4d25-bd3f-733bb5b4c3cd,5a2cad25-e504-4a4f-b8f0-ecc9cc2aaee3,BANK_TRANSFER,GBP,23.21,2,12.0,2016.0,06:33:00
8700,09-12-2016 07:03,09-12-2016,1b232b1b-4b09-423b-b0ec-33d9f1025538,f3e5646a-ac34-47f6-aba2-d1f4901631bc,CARD_PAYMENT,GBP,248.41,28,12.0,2016.0,07:03:00
8701,09-12-2016 07:18,09-12-2016,6d4d3a1b-c9cf-48fd-92fd-8019ebdad02d,64ebbc01-7b20-4b4e-8ba2-2b31da724071,BANK_TRANSFER,EUR,217.04,8,12.0,2016.0,07:18:00
8702,09-12-2016 08:23,09-12-2016,451d414d-78c2-4b4b-a0f8-40f537a98571,7863fc6f-2a4b-42f6-be1d-20deb839b928,ATM,EUR,84.17,11,12.0,2016.0,08:23:00
8703,09-12-2016 09:48,09-12-2016,45d797a8-6064-4346-a847-22cbe16b4e23,94e94cb8-9552-47e3-a043-75cef142327c,CARD_PAYMENT,GBP,86.93,12,12.0,2016.0,09:48:00
8704,09-12-2016 10:41,09-12-2016,8e1146cc-a9bc-4d48-beeb-bdf333424d82,272b9941-87d8-4e8e-b9db-33152f93b862,CARD_PAYMENT,GBP,344.07,46,12.0,2016.0,10:41:00
8705,09-12-2016 10:46,09-12-2016,aac31b59-f9f3-4868-8cdb-c960a7e7c637,500263e8-ce56-4f18-91a3-bc1438b81ec9,ATM,GBP,120.26,1,12.0,2016.0,10:46:00
8706,09-12-2016 10:48,09-12-2016,45d797a8-6064-4346-a847-22cbe16b4e23,26c97628-5441-4fe8-9382-039cf85dec7a,CARD_PAYMENT,EUR,186.28,12,12.0,2016.0,10:48:00
8707,09-12-2016 11:26,09-12-2016,74fdc60d-ee12-47c1-85f0-1c7dd1dbbf16,1136e755-edab-4004-be38-b3c202d11eec,BANK_TRANSFER,GBP,98.08,57,12.0,2016.0,11:26:00
8708,09-12-2016 12:39,09-12-2016,b27de25f-1d4b-42fc-aa65-baa39852d52f,cc1ba23e-5a85-4c40-b220-f44dff37d9a1,CARD_PAYMENT,GBP,2.31,51,12.0,2016.0,12:39:00
8709,09-12-2016 13:15,09-12-2016,35b8a64f-ad77-42dc-93d9-518d65e63234,9e350054-f121-4dcc-a3ad-b68d19389ab7,ATM,EUR,300.87,14,12.0,2016.0,13:15:00
8710,09-12-2016 13:44,09-12-2016,1b232b1b-4b09-423b-b0ec-33d9f1025538,c3b2f2fa-ff05-49cd-a5c8-bc51a79ffc10,BANK_TRANSFER,GBP,96.67,28,12.0,2016.0,13:44:00
8711,09-12-2016 14:23,09-12-2016,3ec1824e-2cdd-43f0-8d34-897f3425a066,b675ad62-6d94-483e-bfd4-418735dcab72,CARD_PAYMENT,EUR,283.73,40,12.0,2016.0,14:23:00
